236	12256
236	278
236	7385
236	5643
236	19727
129	144
129	31663
129	16907
129	1177
129	5604
129	2509
267	2964
267	15744
267	318
267	2960
267	8251
267	10736
267	21080
267	389
267	24041
267	4470
267	30168
267	30829
267	33119
267	17797
267	5237
267	18795
267	25983
267	3342
267	24062
267	3569
267	15585
267	32451
267	28316
267	29392
267	5159
267	3911
267	13846
267	18461
267	18364
267	21497
267	31079
267	26376
267	16829
267	9175
267	28471
267	16918
267	5578
267	20680
267	1823
267	19168
267	13747
267	23960
267	13790
267	14534
267	6318
267	32412
267	25875
1328	25524
1328	21181
1328	9536
1328	21377
1328	31616
1328	23365
1328	8296
1328	6089
1328	3294
1328	10251
1328	6556
1328	8861
1328	16863
1328	30421
1328	6660
1328	30949
1328	13685
1328	32422
1328	29397
1328	11459
1328	31046
1328	28744
1328	5680
1328	10837
1328	30521
1328	16994
1328	23883
1328	14900
1328	21909
1328	11552
1328	21468
1328	17735
1328	14445
1328	21449
1328	11402
1328	7839
1328	6861
1328	12106
1328	14898
1328	32802
1328	12659
1328	12319
1328	9697
1328	17179
1328	6229
1328	27354
698	14220
698	9199
698	14227
698	10364
698	27807
698	18299
698	30950
698	1112
698	12229
698	27205
698	26235
698	29857
698	18676
698	30741
698	22786
698	32614
698	7863
698	7621
698	16441
698	6404
698	3421
698	25994
698	1747
2211	28644
2211	13301
274	14482
274	31918
274	2608
274	31730
274	26859
274	1680
274	31771
274	28470
274	9461
274	15809
274	22825
274	327
274	21213
274	22879
515	23459
515	19084
515	9471
515	23182
515	20507
515	23359
515	10457
515	20378
515	18490
515	698
515	6473
515	32629
515	11628
515	24436
515	7734
515	14100
515	20006
515	23273
515	3522
515	26286
515	11573
515	18524
515	10883
515	4428
515	20319
515	8332
515	9298
515	30474
1287	15910
1287	10094
1287	30435
1287	21894
1287	16760
1287	30244
1287	3140
1287	3130
1287	33130
1287	10818
1287	13424
1287	32586
1287	21204
1883	20750
1883	7939
1883	9584
2188	12899
1742	17732
1742	33299
1742	22818
1742	6276
1751	28590
1751	6364
848	22830
848	28758
848	1483
1581	18653
1581	4923
830	25849
830	25709
830	11466
830	1443
830	12710
830	22511
830	15130
830	27134
707	10203
707	14523
707	12043
707	1126
1821	23924
1821	18370
1821	7183
1821	17836
1671	23752
1671	25905
1671	5708
1671	12618
1671	25519
410	12480
410	5466
410	10296
410	16069
410	8619
410	18882
410	14570
410	8016
410	23446
410	7694
410	27166
410	23297
410	1675
410	24717
410	27883
410	20168
410	18678
410	12700
410	28984
410	9822
410	23516
410	12155
410	5593
410	30157
410	18249
410	26005
410	29850
410	18393
410	10438
410	11204
410	27819
410	24278
410	5760
410	9383
410	3839
410	13997
410	6516
410	27145
410	913
410	13028
410	4214
410	17234
410	20103
410	2046
410	21511
410	11757
410	18740
410	21295
410	513
410	12874
410	21940
410	14952
410	15320
410	3692
410	23115
410	3362
410	1500
410	21283
410	6362
410	25864
410	1596
410	3073
410	27635
410	7845
410	21737
410	15318
410	1182
410	16938
410	32741
410	10496
410	22886
410	2735
410	31138
410	22607
410	3865
410	20656
410	31737
410	15305
410	9890
410	8673
410	30083
410	12355
410	19466
410	22102
410	30233
410	16511
410	23217
410	17173
410	15275
410	24486
410	22742
410	27613
410	21149
410	28361
410	26367
410	26060
410	29478
410	12411
410	4660
410	28490
410	8911
410	30955
1184	33057
1184	2622
1184	22991
1184	4921
1184	18546
1184	25465
1184	11212
1184	21454
1184	27423
1184	22042
1184	9322
1184	32956
696	19245
696	20618
696	17901
696	2805
696	3209
696	1833
696	8819
696	8674
696	7924
696	2809
696	20144
696	25736
696	9357
696	1136
696	9504
696	25348
696	24325
696	21322
696	9803
696	1104
696	20969
696	30469
696	33139
1445	18985
1445	16904
1445	12474
1445	4012
1445	5316
1445	32727
1445	16825
456	8034
456	17618
456	951
456	21645
456	18051
456	23487
456	595
456	14584
456	11159
456	25990
456	4889
456	10161
456	10232
456	13650
456	8292
456	29190
456	3344
456	21446
456	11208
456	6159
456	1070
456	16315
456	16622
456	25423
456	27759
456	9702
456	10267
456	19010
456	23494
456	17822
456	3238
456	15132
456	17469
456	9281
456	8671
456	20110
456	29152
456	20085
456	2177
456	31803
456	18560
456	32253
456	32521
456	19349
456	30647
456	28304
456	3480
456	18183
456	3622
456	22337
456	9338
456	3874
456	17352
456	19377
456	14830
456	30738
456	6481
456	11031
456	3172
456	3243
456	7781
456	18143
456	32557
456	17702
456	23308
456	16695
456	15191
456	4817
456	967
456	27461
456	6561
456	15831
456	14815
456	18927
456	16175
456	25763
456	16111
456	14284
456	23369
456	24588
456	27149
456	23640
456	12633
1221	25966
1221	15609
1221	7498
1221	3937
1221	2833
1221	24621
1221	33045
1221	21832
1221	31011
1221	4532
1221	13047
1221	11785
1221	16943
1221	6934
1221	22404
1221	22250
1221	8013
1221	23187
1221	24144
1221	9757
601	20174
601	886
601	25626
1986	32043
1986	9310
1986	31704
1861	13778
1861	7635
1861	22551
1861	15503
1861	31278
2253	28571
2253	14320
243	8362
243	1299
243	19929
243	15553
243	25879
243	8301
243	25036
243	23711
243	23305
243	17979
243	31609
243	12753
243	18850
243	287
243	22320
243	11705
243	7883
243	15673
243	30557
243	20125
243	14041
243	9068
243	23527
243	23764
243	12619
243	10688
243	13470
243	19060
243	26990
243	27507
243	24602
243	29100
243	30530
761	5368
761	28190
761	1275
761	16552
1605	5110
1605	21882
1605	23788
1605	15300
1605	22349
1605	9927
1605	21294
1605	31308
1605	9955
1605	29646
2365	25753
2365	17804
2365	26349
1991	9440
527	31013
527	8073
527	3828
527	721
527	26169
527	1902
527	32028
1485	28550
1485	4153
1485	14988
1485	15234
1485	21627
1485	25672
1485	23227
1485	30198
1370	3488
1370	30674
1370	31528
