267	0
1328	1
698	1
2211	0
274	0
515	1
1287	0
1883	0
2188	0
1742	0
1751	1
848	0
1581	0
830	0
707	0
1821	0
1671	0
410	1
1184	1
696	1
1445	1
456	0
1221	1
601	0
1986	0
1861	0
2253	0
243	0
761	0
2129	1
2365	0
1991	0
527	1
1485	0
1370	1
894	1
2026	0
2421	0
224	1
1240	1
2113	0
783	0
2319	0
2342	0
2012	0
1443	1
2108	0
2057	0
426	0
1783	0
1619	0
1775	0
1189	1
1156	0
713	1
2602	0
520	1
1082	0
153	1
1714	0
261	0
999	0
2264	0
2079	0
2096	0
433	1
2009	1
423	0
558	1
43	1
1232	0
2447	0
2027	0
1435	0
2302	0
879	0
2390	0
2035	0
1404	1
682	1
956	1
1597	0
953	0
1229	0
1219	1
2468	0
1962	0
1534	1
780	0
2050	0
2551	1
1850	0
151	1
391	1
2338	0
1165	1
1047	0
668	1
2557	1
1564	1
1342	0
1941	0
2357	0
1137	1
775	1
2118	1
1683	0
964	0
2177	0
2219	0
564	1
2327	0
1006	1
2064	1
611	1
695	0
296	1
1041	0
1508	1
290	1
65	1
1025	0
1781	0
581	0
1230	0
1085	0
2037	1
2470	0
2493	0
709	1
1699	1
1590	1
185	0
1314	0
1690	0
2448	0
298	0
680	1
394	1
317	1
1462	1
233	0
1662	0
198	1
2383	1
1510	0
640	1
2431	0
2028	1
1014	0
1175	0
1909	0
1574	1
247	1
870	1
1953	1
591	1
2450	0
1934	0
2098	0
1488	0
1170	1
324	1
1168	0
1659	0
2164	0
2085	1
1586	1
2094	0
1114	0
821	0
111	1
2527	0
2165	0
154	1
1460	0
1254	1
1527	0
2457	1
2530	0
1020	0
347	1
166	0
553	0
1453	0
2372	0
1792	0
164	1
1249	1
2020	0
1894	0
2243	0
1689	1
646	0
860	1
649	1
1558	1
1833	0
167	0
2206	0
1281	0
169	1
1437	1
799	0
1623	1
1932	0
1206	0
202	1
2232	0
811	0
235	0
798	1
1864	0
1440	1
1118	1
1294	1
883	0
1381	1
173	1
1308	0
177	1
803	0
968	1
1797	1
493	0
929	1
1172	0
446	0
1886	0
2373	0
1357	0
1367	0
1966	0
2304	1
2442	0
1948	1
592	0
168	0
454	0
1655	1
444	1
1946	0
2071	0
2261	0
1090	1
74	1
1115	1
745	1
912	1
1844	0
2589	0
2476	0
2359	1
687	0
1666	1
828	1
2417	0
1267	0
1330	1
2231	0
2048	0
671	1
1355	1
2465	0
1716	0
762	0
200	1
1791	1
791	0
741	1
1158	0
997	1
11	1
1097	0
1525	0
1806	0
1679	0
1152	0
718	1
538	0
677	0
1853	0
932	0
1808	1
186	0
1081	0
1027	0
1074	1
1054	1
1838	1
316	1
1804	0
1417	0
373	1
2584	0
31	1
2492	0
2226	0
2297	0
240	1
1856	0
2103	0
1236	1
2004	0
51	1
1876	0
1124	0
647	1
1860	1
379	1
1859	1
180	0
342	0
355	1
1413	0
2107	0
33	1
2581	0
1513	1
1647	0
1258	1
1617	0
789	0
207	0
691	1
1937	0
1599	1
2021	0
60	0
726	0
1211	0
217	0
227	0
644	0
2387	0
1004	1
1670	0
1098	1
1099	1
1075	0
283	1
1482	1
531	1
985	1
1556	0
2554	1
1255	1
599	1
1339	0
2031	0
779	1
1318	1
1119	0
1711	0
2153	0
877	1
1088	1
788	0
2348	0
388	1
1146	1
2128	0
1346	1
552	0
915	0
2346	0
450	1
364	1
2277	0
121	0
1185	0
39	1
128	1
1335	1
567	0
2222	0
1003	0
134	1
1755	0
1	0
2599	0
2556	0
796	0
1474	0
2360	1
965	1
555	0
1734	0
133	0
50	1
1650	1
733	1
810	1
858	1
2578	0
872	0
2428	1
115	0
2520	0
1200	1
2378	0
1707	0
1918	0
2393	0
2566	0
1160	0
2196	0
2419	0
415	1
1022	0
2115	0
170	1
706	1
336	1
2162	1
623	0
1321	0
475	1
199	1
808	0
1385	0
25	0
805	1
1648	0
1663	0
2104	0
2186	0
2283	0
54	0
1371	0
2218	0
2452	0
1827	0
2077	0
1187	0
2137	0
0	0
1487	0
1668	0
82	1
2462	1
2601	0
818	1
2560	0
554	1
498	0
1629	1
119	0
1292	0
2067	0
1802	0
2478	0
2080	0
266	1
2086	0
86	1
864	0
279	0
2201	1
1268	1
1396	0
343	0
29	1
2420	0
2537	0
2163	1
1302	1
226	1
2479	1
725	0
2454	0
1810	0
2065	0
91	1
459	1
184	1
1439	1
2191	0
1392	1
1073	0
2445	0
179	1
1799	0
1366	1
1486	1
886	1
1795	0
2088	0
2154	1
1785	0
2099	0
161	0
464	1
1382	0
2488	1
2344	0
1001	0
2034	0
1532	0
596	1
2535	0
56	1
598	0
1395	1
943	1
1752	0
1447	0
2213	0
143	1
206	0
1299	0
2256	1
1544	1
2515	0
249	1
209	0
1212	0
1911	0
1881	1
1540	0
884	1
218	0
10	1
139	0
1983	0
1504	1
500	1
852	0
2120	0
2364	0
1064	0
27	1
368	1
740	1
756	1
112	1
232	0
2073	0
2192	1
1133	0
281	0
2221	0
19	1
496	1
1051	1
1239	0
3	0
690	1
1127	0
2374	0
1275	1
861	0
685	0
1578	1
1469	0
1067	0
2299	1
467	1
681	1
2563	0
1248	1
577	1
194	1
776	1
1522	0
305	0
1594	1
254	0
1754	0
399	0
824	0
1140	0
287	1
187	0
892	1
1108	1
2544	0
34	0
657	0
6	1
2430	0
2198	1
1045	1
69	1
1793	0
490	1
1529	0
302	1
967	1
922	1
131	1
2318	0
1637	0
2314	0
1241	0
2514	0
1340	1
1607	0
944	1
107	0
1131	1
2239	1
890	1
562	0
1017	0
2126	1
1470	0
2150	0
2495	0
2438	0
1961	1
2140	0
1879	1
2398	0
1506	0
744	0
142	0
211	1
888	0
1457	0
1101	0
2533	1
838	0
2114	1
931	1
1050	0
2036	0
288	0
1034	1
1944	0
1348	0
1096	0
466	1
1949	1
2179	0
827	1
49	1
299	1
1512	1
429	0
1183	0
2029	1
370	0
2143	0
660	0
1263	0
584	0
972	0
2423	1
2545	0
607	1
1583	0
126	1
1038	1
1092	0
1166	0
2380	1
919	0
2155	0
871	0
417	0
338	1
995	1
2415	1
2081	1
375	1
755	0
265	1
2161	0
509	0
412	0
820	1
806	1
986	1
1819	0
2214	0
739	1
1293	1
812	0
1433	1
132	1
2225	0
913	1
1419	0
1455	1
1560	0
2180	1
650	0
2054	0
2294	0
1638	1
1780	0
1770	1
1162	0
2106	0
563	0
1667	0
2435	0
1747	0
1596	1
2172	0
2321	0
1077	1
1965	1
1585	0
1727	0
2516	0
