1930	1	1
3140	1	1
3597	1	1
4662	1	1
4884	1	1
5068	1	1
5729	1	1
6563	1	1
286	2	1
5036	2	1
6123	2	1
6183	2	1
8007	2	1
9832	2	1
181	3	1
9104	3	1
9930	3	1
11279	3	1
12296	3	1
5800	4	1
6311	4	1
7079	4	1
7810	4	1
8000	4	1
9607	4	1
10130	4	1
11339	4	1
4040	5	1
4770	5	1
8903	5	1
10515	5	1
10516	5	1
11260	5	1
6921	6	1
6946	6	1
8598	6	1
9430	6	1
9624	6	1
9644	6	1
9659	6	1
9895	6	1
10326	6	1
10670	6	1
10872	6	1
11060	6	1
11756	6	1
825	7	1
898	7	1
1153	7	1
1234	7	1
2472	7	1
2648	7	1
3069	7	1
3228	7	1
3673	7	1
3942	7	1
4579	7	1
4640	7	1
5531	7	1
5636	7	1
7272	7	1
7318	7	1
8337	7	1
9398	7	1
9621	7	1
10212	7	1
12140	7	1
288	8	1
8217	8	1
9301	8	1
9641	8	1
9873	8	1
10093	8	1
10775	8	1
11015	8	1
12352	8	1
4256	9	1
6622	9	1
7153	9	1
7363	9	1
7505	9	1
7749	9	1
8079	9	1
10598	9	1
12086	9	1
12406	9	1
496	10	1
718	10	1
1264	10	1
1270	10	1
1481	10	1
3264	10	1
3265	10	1
3460	10	1
4413	10	1
4892	10	1
5067	10	1
6523	10	1
9114	10	1
10968	10	1
5329	11	1
5890	11	1
7376	11	1
7827	11	1
8234	11	1
8778	11	1
9668	11	1
10537	11	1
11317	11	1
7808	12	1
10440	12	1
10630	12	1
11957	12	1
8903	13	1
10006	13	1
12393	13	1
8366	14	1
9621	14	1
9879	14	1
2693	15	1
9113	15	1
9997	15	1
11983	15	1
1770	16	1
2891	16	1
8636	16	1
9413	16	1
10817	16	1
12062	16	1
3026	17	1
6481	17	1
7678	17	1
11208	17	1
8319	18	1
8387	18	1
12533	18	1
995	19	1
2984	19	1
6120	19	1
6427	20	1
7642	20	1
8711	21	1
11951	21	1
4005	22	1
5011	22	1
6521	22	1
8358	22	1
11108	22	1
1101	23	1
1180	23	1
1187	23	1
1645	23	1
1688	23	1
1770	23	1
2055	23	1
2553	23	1
3187	23	1
3324	23	1
3325	23	1
3326	23	1
5343	23	1
6384	23	1
7336	23	1
7778	23	1
8364	23	1
502	24	1
1524	24	1
3319	24	1
4475	24	1
4844	24	1
5560	24	1
5840	24	1
4910	25	1
5020	25	1
6982	25	1
598	26	1
4038	26	1
4305	26	1
5977	26	1
6762	26	1
7076	26	1
9419	26	1
486	27	1
709	27	1
797	27	1
1133	27	1
2529	27	1
2596	27	1
3245	27	1
4560	27	1
9740	27	1
11702	27	1
6902	28	1
10744	28	1
11716	28	1
8345	29	1
10434	29	1
11617	29	1
9432	30	1
11435	30	1
660	31	1
950	31	1
1671	31	1
2600	31	1
5806	31	1
6650	31	1
8912	31	1
389	32	1
5111	32	1
8249	32	1
9063	32	1
12141	32	1
12613	32	1
7400	33	1
8060	33	1
6894	34	1
6989	34	1
7960	34	1
8383	34	1
9299	34	1
9305	34	1
10434	35	1
10671	35	1
1712	36	1
2848	36	1
3170	36	1
3852	36	1
12124	36	1
10501	37	1
11556	37	1
6977	38	1
8662	38	1
107	39	1
9524	39	1
11199	39	1
8962	40	1
9836	40	1
10088	40	1
10504	40	1
10985	40	1
120	41	1
991	41	1
1714	41	1
3339	41	1
3340	41	1
5080	41	1
9715	41	1
578	42	1
2789	42	1
5980	42	1
6347	42	1
6370	42	1
9200	42	1
9312	42	1
9415	42	1
9481	42	1
11041	42	1
6521	43	1
8169	43	1
1537	44	1
1677	44	1
4281	44	1
6829	44	1
8074	44	1
8328	44	1
9979	44	1
10810	44	1
4590	45	1
12268	45	1
6633	46	1
6743	46	1
5256	47	1
9632	47	1
10515	48	1
10516	48	1
1085	49	1
1222	49	1
1291	49	1
2281	49	1
3308	49	1
3446	49	1
5219	49	1
5873	49	1
7246	49	1
7640	49	1
10430	50	1
11661	50	1
11950	50	1
2979	51	1
5930	51	1
6904	51	1
499	52	1
2214	52	1
2979	52	1
5115	52	1
6560	52	1
7315	52	1
10272	52	1
11814	52	1
433	53	1
846	53	1
1017	53	1
1249	53	1
2303	53	1
2642	53	1
2694	53	1
2943	53	1
3337	53	1
5564	53	1
7590	53	1
12677	53	1
4197	54	1
4582	54	1
7104	54	1
532	55	1
984	55	1
1122	55	1
2244	55	1
3187	55	1
9741	55	1
2142	56	1
11709	56	1
7562	57	1
11113	57	1
958	58	1
2187	58	1
3406	58	1
3697	58	1
8329	58	1
11151	58	1
12578	58	1
4877	59	1
6956	59	1
9310	59	1
9362	59	1
11463	59	1
12620	59	1
9178	60	1
9332	60	1
4532	61	1
4895	61	1
10522	61	1
1955	62	1
4532	62	1
5078	62	1
6049	62	1
9415	62	1
11320	62	1
603	63	1
1572	63	1
1814	63	1
1830	63	1
1940	63	1
2802	63	1
3118	63	1
3471	63	1
3564	63	1
3567	63	1
3971	63	1
2146	64	1
2395	64	1
4308	64	1
4604	64	1
5025	64	1
5058	64	1
6914	64	1
8021	64	1
8587	64	1
9652	64	1
11854	64	1
5076	65	1
7043	65	1
7163	65	1
4089	66	1
5655	66	1
8996	66	1
12156	66	1
5967	67	1
8536	67	1
9574	67	1
9831	67	1
338	68	1
8628	68	1
10207	68	1
10505	68	1
10897	68	1
11501	68	1
11908	68	1
12045	68	1
12417	68	1
12535	68	1
12673	68	1
10083	69	1
10590	69	1
5110	70	1
5387	70	1
6588	70	1
8331	70	1
9581	70	1
10023	70	1
10420	70	1
11047	70	1
11283	70	1
11300	70	1
725	71	1
1359	71	1
2978	71	1
3860	71	1
831	72	1
5558	72	1
8819	72	1
2283	73	1
4657	73	1
10343	73	1
631	74	1
1518	74	1
3691	74	1
3712	74	1
4235	74	1
4282	74	1
4894	75	1
12235	75	1
2692	76	1
3994	76	1
4771	76	1
1078	77	1
2702	77	1
3930	77	1
6798	78	1
9303	78	1
7079	79	1
7595	79	1
8218	79	1
11982	79	1
904	80	1
1395	80	1
1569	80	1
171	81	1
4226	81	1
8219	81	1
11576	81	1
1518	82	1
2594	82	1
878	83	1
1881	83	1
4351	83	1
4919	83	1
5694	83	1
5900	83	1
7500	83	1
8303	83	1
9680	83	1
10023	83	1
10118	83	1
12309	83	1
6288	84	1
8369	84	1
11140	84	1
10487	85	1
10788	85	1
955	86	1
2208	86	1
3763	86	1
6083	86	1
6706	86	1
845	87	1
8918	87	1
7140	88	1
11112	88	1
6581	89	1
8020	89	1
265	90	1
7727	90	1
5104	91	1
6250	91	1
6306	91	1
9073	91	1
12104	91	1
7017	92	1
11572	92	1
7969	93	1
9371	93	1
8996	94	1
10390	94	1
10420	94	1
11013	94	1
11555	94	1
5639	95	1
10144	95	1
12621	95	1
642	96	1
3247	96	1
7664	97	1
9497	97	1
7993	98	1
9366	98	1
11326	98	1
639	99	1
806	99	1
985	99	1
1075	99	1
2004	99	1
2238	99	1
5061	99	1
5220	99	1
7130	99	1
7873	99	1
1587	100	1
10444	100	1
11760	100	1
563	101	1
960	101	1
1004	101	1
1631	101	1
6062	101	1
1994	102	1
2596	102	1
3060	102	1
3762	102	1
3870	102	1
3966	102	1
5873	102	1
7923	102	1
585	103	1
9767	103	1
72	104	1
8016	104	1
11007	104	1
12628	104	1
6695	105	1
8769	105	1
627	106	1
1411	106	1
6822	107	1
9141	107	1
2248	108	1
2942	108	1
3733	108	1
1319	109	1
2993	109	1
30	110	1
1946	110	1
645	111	1
680	111	1
859	111	1
1251	111	1
2327	111	1
2443	111	1
1784	112	1
2724	112	1
3654	112	1
6009	112	1
4888	113	1
6321	113	1
4251	114	1
5975	114	1
7334	114	1
1480	115	1
7656	115	1
838	116	1
11578	116	1
1730	117	1
3499	117	1
3628	117	1
5375	117	1
7490	117	1
9784	118	1
11532	118	1
9245	119	1
12436	119	1
4485	120	1
10323	120	1
10945	120	1
537	121	1
1978	121	1
2551	121	1
3338	121	1
6254	121	1
8195	122	1
8220	122	1
9727	122	1
8323	123	1
8907	123	1
8945	123	1
8326	124	1
10230	124	1
10919	124	1
6730	125	1
8000	125	1
2071	126	1
2387	126	1
6880	126	1
2777	127	1
3576	127	1
1856	128	1
2574	128	1
4845	129	1
7934	129	1
1887	130	1
3239	130	1
1846	131	1
3365	131	1
3875	131	1
5596	131	1
9730	131	1
4502	132	1
5947	132	1
7076	133	1
8383	133	1
6807	134	1
7533	134	1
10237	134	1
12330	134	1
436	135	1
7236	135	1
8303	135	1
9255	135	1
9386	135	1
9878	135	1
10328	135	1
12309	135	1
2121	136	1
5152	136	1
4802	137	1
7324	137	1
7706	137	1
8227	137	1
8845	137	1
8892	137	1
9703	137	1
10934	137	1
12658	137	1
1316	138	1
1672	138	1
2825	138	1
3700	138	1
4113	138	1
4543	138	1
5379	138	1
8206	138	1
9247	138	1
9387	138	1
9479	138	1
9960	138	1
10616	138	1
12580	138	1
12594	138	1
742	139	1
1863	139	1
3961	139	1
6354	139	1
10360	139	1
517	140	1
7993	140	1
8144	140	1
9723	140	1
