6216	1	1
1196	2	1
1200	2	1
5905	2	1
7395	2	1
7396	2	1
14319	2	1
2377	3	1
6484	3	1
2378	4	1
2379	4	1
2402	4	1
2445	4	1
2475	4	1
2477	4	1
2489	4	1
2497	4	1
5445	4	1
6269	4	1
2539	5	1
9841	5	1
10393	5	1
2387	6	1
2452	6	1
6183	7	1
2550	8	1
2547	9	1
1415	10	1
1576	11	1
5783	11	1
5814	11	1
2407	12	1
2460	12	1
542	13	1
802	13	1
2324	13	1
2342	13	1
2344	13	1
2365	13	1
2386	13	1
2397	13	1
2411	13	1
2420	13	1
2430	13	1
2431	13	1
2432	13	1
2436	13	1
2439	13	1
2440	13	1
2441	13	1
2456	13	1
2458	13	1
2487	13	1
2495	13	1
2511	13	1
2545	13	1
5649	13	1
5650	13	1
5872	13	1
6464	13	1
6558	13	1
6712	13	1
6714	13	1
6895	13	1
7061	13	1
7290	13	1
8248	14	1
495	15	1
2369	15	1
2387	15	1
2413	15	1
2437	15	1
2438	15	1
2445	15	1
2452	15	1
6508	15	1
4525	16	1
2378	17	1
2379	17	1
2353	18	1
2979	18	1
2369	19	1
6560	20	1
14115	21	1
2366	22	1
10181	22	1
10431	22	1
10827	22	1
2413	23	1
6435	24	1
3357	25	1
1598	26	1
2476	26	1
2528	26	1
2533	26	1
7440	26	1
9108	26	1
227	27	1
410	27	1
2357	27	1
507	28	1
1077	29	1
1155	29	1
2525	30	1
2436	31	1
2487	32	1
2487	33	1
4783	34	1
2458	35	1
2176	36	1
4615	36	1
4628	36	1
8420	36	1
9576	36	1
9797	36	1
12520	36	1
13981	36	1
2364	37	1
2425	37	1
2475	38	1
2477	38	1
7464	39	1
1340	40	1
1996	41	1
10456	41	1
2370	42	1
4306	42	1
7308	42	1
7427	42	1
319	43	1
721	43	1
14130	43	1
4490	44	1
11008	44	1
4885	45	1
5059	45	1
7749	45	1
7938	45	1
7939	45	1
7989	45	1
8661	45	1
9673	45	1
13375	45	1
2449	46	1
2331	47	1
2332	47	1
2391	47	1
2449	47	1
7415	48	1
5904	49	1
13958	49	1
2373	50	1
1201	51	1
2540	51	1
311	52	1
2346	52	1
2347	52	1
2361	52	1
2373	52	1
2380	52	1
2381	52	1
2392	52	1
2393	52	1
2400	52	1
2418	52	1
2419	52	1
2421	52	1
2423	52	1
2435	52	1
2454	52	1
2455	52	1
2468	52	1
2469	52	1
2490	52	1
2496	52	1
2498	52	1
2513	52	1
2516	52	1
2518	52	1
2535	52	1
2543	52	1
2872	52	1
5053	52	1
5810	52	1
6263	52	1
7441	52	1
9786	52	1
14303	52	1
2445	53	1
2446	53	1
2470	53	1
2547	53	1
2548	53	1
11140	53	1
4870	54	1
3769	55	1
3366	56	1
3367	56	1
3689	56	1
3769	56	1
3771	56	1
4698	56	1
4796	56	1
7885	56	1
9173	56	1
11269	56	1
11275	56	1
11729	56	1
11730	56	1
11813	56	1
12704	56	1
13164	56	1
13259	56	1
13272	56	1
2344	57	1
2324	58	1
2325	58	1
2458	58	1
8715	59	1
636	60	1
637	60	1
1178	60	1
1576	60	1
8382	60	1
8589	60	1
10433	60	1
10865	60	1
3614	61	1
3909	61	1
4023	61	1
4024	61	1
4360	61	1
11866	62	1
12028	62	1
2371	63	1
2407	63	1
2460	63	1
2499	63	1
2550	63	1
6762	63	1
690	64	1
2349	64	1
2501	64	1
6738	64	1
1415	65	1
13210	66	1
13211	66	1
13534	66	1
1202	67	1
690	68	1
834	68	1
835	68	1
836	68	1
837	68	1
2341	68	1
2349	68	1
2374	68	1
2410	68	1
2416	68	1
5379	68	1
5914	68	1
6183	68	1
6738	68	1
6920	68	1
6921	68	1
6922	68	1
2489	69	1
5445	69	1
2502	70	1
1706	71	1
2285	71	1
2289	71	1
2525	71	1
2932	71	1
4327	71	1
5712	71	1
5768	71	1
7393	71	1
11026	71	1
12424	71	1
14115	71	1
10227	72	1
10596	72	1
8393	73	1
9735	73	1
10456	73	1
10873	73	1
2442	74	1
2458	74	1
