0,0
0,1
0,2
0,3
1,4
1,5
1,6
1,7
3,8
3,9
3,10
3,11
4,12
4,13
4,14
4,15
6,16
6,17
6,18
6,19
7,20
7,21
7,22
7,23
8,24
8,25
8,26
8,27
10,28
10,29
10,30
10,31
12,32
12,33
12,34
12,35
14,0
14,36
14,3
14,2
15,28
15,29
15,37
15,31
16,38
16,39
16,40
16,41
17,42
17,4
17,43
17,44
18,45
18,46
18,47
18,48
19,49
19,50
19,51
19,52
20,53
20,54
20,55
20,56
21,57
21,58
21,59
21,60
23,61
23,62
23,63
23,64
26,65
26,66
26,67
26,68
27,69
27,70
27,71
27,72
28,39
28,73
28,38
28,40
29,74
29,75
29,76
29,77
31,78
31,79
31,80
31,81
32,82
32,83
32,84
32,85
33,86
33,87
33,88
33,89
37,90
37,91
37,92
37,93
39,94
39,95
39,96
39,97
40,98
40,99
40,100
40,101
41,102
41,103
41,7
41,104
44,105
44,106
44,107
44,108
46,109
46,94
46,110
46,111
47,112
47,113
47,114
47,60
48,115
48,116
48,117
48,118
49,24
49,119
49,26
49,27
50,120
50,121
50,122
50,123
51,124
51,125
51,4
51,126
52,65
52,127
52,128
52,129
53,130
53,131
53,120
53,132
54,133
54,134
54,135
54,136
55,32
55,33
55,137
55,138
56,139
56,140
56,141
56,142
57,143
57,144
57,145
57,146
60,147
60,148
60,149
60,83
61,150
61,151
61,78
61,7
63,152
63,153
63,154
63,155
64,156
64,157
64,88
64,158
66,159
66,160
66,161
66,162
69,163
69,164
69,165
69,55
71,166
71,167
71,168
71,169
72,170
72,171
72,7
72,93
73,172
73,97
73,173
73,174
74,175
74,176
74,177
74,178
75,179
75,180
75,181
75,182
76,183
76,184
76,185
76,186
77,187
77,188
77,189
77,190
78,191
78,192
78,193
78,194
79,38
79,195
79,48
79,196
80,194
80,197
80,88
80,198
81,7
81,87
81,199
81,200
82,20
82,201
82,22
82,23
84,202
84,203
84,204
84,205
85,106
85,170
85,91
85,206
87,207
87,208
87,209
87,210
88,211
88,212
88,213
88,214
89,178
89,215
89,216
89,217
94,218
94,219
94,142
94,220
96,221
96,222
96,161
96,14
100,223
100,224
100,225
100,226
101,227
101,228
101,229
101,230
104,231
104,7
104,89
104,232
105,233
105,234
105,235
105,236
106,237
106,238
106,239
106,240
107,241
107,242
107,54
107,243
109,244
109,245
109,246
109,221
110,247
110,248
110,249
110,250
111,251
111,252
111,253
111,254
113,89
113,7
113,231
113,200
114,255
114,256
114,257
114,258
116,259
116,1
116,2
116,36
117,260
117,261
117,262
117,263
118,264
118,42
118,91
118,265
121,266
121,267
121,268
121,269
122,270
122,271
122,272
122,273
125,274
125,275
125,54
125,242
126,276
126,277
126,278
126,279
127,280
127,149
127,281
127,218
129,282
129,194
129,283
129,178
130,284
130,285
130,286
130,287
132,288
132,289
132,290
132,291
135,292
135,293
135,294
135,295
136,154
136,296
136,66
136,160
137,297
137,277
137,298
137,299
139,183
139,185
139,184
139,300
142,261
142,301
142,302
142,303
144,304
144,305
144,306
144,307
147,308
147,309
147,310
147,248
148,311
148,312
148,313
148,314
149,315
149,316
149,317
149,318
150,319
150,320
150,321
150,322
152,323
152,324
152,57
152,325
153,326
153,78
153,4
153,327
154,328
154,329
154,59
154,106
155,330
155,331
155,332
155,176
158,333
158,334
158,335
158,336
159,337
159,338
159,339
159,340
163,154
163,341
163,342
163,343
164,344
164,200
164,301
164,303
165,345
165,346
165,347
165,348
169,349
169,350
169,351
169,352
172,353
172,354
172,355
172,356
173,178
173,357
173,358
173,359
174,360
174,232
174,361
174,157
176,362
176,363
176,364
176,365
177,208
177,366
177,367
177,210
178,368
178,369
178,170
178,370
179,371
179,372
179,264
179,373
180,374
180,375
180,376
180,377
183,175
183,177
183,378
183,379
184,380
184,355
186,381
186,382
186,383
186,384
187,385
187,386
187,216
187,387
189,388
189,389
189,390
189,216
190,391
190,296
190,392
190,393
191,394
191,395
191,396
191,397
194,89
194,200
194,398
194,399
195,400
195,401
195,402
195,403
196,32
196,404
196,33
196,35
199,405
199,406
199,407
199,408
200,409
200,410
200,411
200,412
202,413
202,414
202,415
202,416
203,417
203,418
203,419
203,88
204,420
204,421
204,422
204,423
205,88
205,424
205,425
205,156
206,316
206,426
206,427
206,428
209,429
209,430
209,431
209,106
210,432
210,433
210,434
210,435
211,436
211,437
211,438
211,439
217,440
217,441
217,442
217,443
