0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,5
9,5
10,8
11,5
12,4
13,9
14,10
15,8
16,11
17,12
18,13
19,10
20,14
21,15
22,5
23,5
24,5
25,5
26,4
27,16
28,11
29,17
30,5
31,1
32,18
33,19
34,5
35,5
36,5
37,5
38,5
39,10
40,18
41,6
42,20
43,5
44,18
45,5
46,10
47,10
48,10
49,7
50,7
51,10
52,21
53,22
54,9
55,4
56,18
57,18
58,5
59,5
60,23
61,10
62,5
63,9
64,24
65,5
66,25
67,5
68,5
69,6
70,5
71,26
72,10
73,27
74,28
75,4
76,5
77,29
78,30
79,7
80,29
81,31
82,7
83,5
84,6
85,18
86,15
87,32
88,31
89,21
90,5
91,5
92,5
93,5
94,24
95,5
96,18
97,33
98,5
99,5
100,5
101,28
102,5
103,5
104,6
105,34
106,18
107,13
108,5
109,4
110,28
111,35
112,5
113,10
114,36
115,5
116,10
117,10
118,18
119,5
120,5
121,21
122,11
123,5
124,5
125,21
126,28
127,37
128,5
129,6
130,38
131,5
132,21
133,5
134,5
135,10
136,18
137,39
138,5
139,4
140,5
141,5
142,40
143,5
144,6
145,5
146,15
147,41
148,42
149,6
150,18
151,5
152,15
153,43
154,18
155,44
156,5
157,5
158,11
159,32
160,5
161,5
162,5
163,10
164,9
165,45
166,5
167,5
168,5
169,46
170,5
171,5
172,7
173,9
174,6
175,5
176,5
177,28
178,21
179,47
180,18
181,5
182,5
183,4
184,5
185,5
186,34
187,11
188,5
189,29
190,14
191,18
192,5
193,5
194,10
195,14
196,7
197,5
198,5
199,48
200,4
201,5
202,34
203,49
204,4
205,29
206,21
207,5
208,5
209,9
210,34
211,50
212,5
213,5
214,5
215,5
216,5
217,5
218,5
219,5
220,27
221,7
222,5
223,21
224,6
225,37
226,21
227,27
228,5
229,5
230,5
231,10
232,14
233,5
234,10
235,51
236,5
237,4
238,4
239,5
240,5
241,14
242,5
243,52
244,5
245,15
246,9
247,47
248,30
249,5
250,5
251,9
252,5
253,5
254,5
255,53
256,4
257,24
258,21
259,5
260,5
261,54
262,5
263,5
264,4
265,14
266,11
267,6
268,10
269,10
270,46
271,55
272,21
273,5
274,41
275,5
276,18
277,56
278,27
279,4
280,7
281,42
282,5
283,5
284,5
285,21
286,57
287,15
288,57
289,10
290,5
291,5
292,5
293,5
294,5
295,10
296,27
297,5
298,5
299,10
300,5
301,5
302,5
303,24
304,7
305,58
306,21
307,19
308,5
309,5
310,10
311,59
312,31
313,21
314,21
315,11
316,5
317,5
318,19
319,60
320,5
321,5
322,10
323,21
324,5
325,5
326,5
327,5
328,61
329,27
330,34
331,18
332,5
333,5
334,62
335,5
336,5
337,5
338,9
339,4
340,5
341,36
342,5
343,14
344,29
345,21
346,5
347,3
348,9
349,27
350,21
351,24
352,5
353,21
354,4
355,5
356,63
357,64
358,5
359,5
360,19
361,5
362,27
363,65
364,5
365,5
366,28
367,66
368,57
369,5
370,4
371,5
372,9
373,67
374,7
375,5
376,5
377,18
378,5
379,5
380,5
381,5
382,5
383,5
384,30
385,27
386,5
387,21
388,5
389,5
390,68
391,10
392,5
393,57
394,69
395,5
396,57
397,10
398,18
399,5
400,10
401,21
402,9
403,9
404,10
405,15
406,5
407,5
408,47
409,6
410,21
411,7
412,5
413,5
414,5
415,5
416,21
417,5
418,6
419,5
420,5
421,5
422,5
423,13
424,34
425,9
426,5
427,31
428,70
429,4
430,5
431,15
432,5
433,5
434,5
435,5
436,5
437,4
438,71
439,21
440,72
441,5
442,73
443,10
444,10
445,5
446,5
447,5
448,4
449,5
450,5
451,5
452,4
453,5
454,5
455,5
456,74
457,5
458,5
459,5
460,5
461,5
462,5
463,5
464,5
465,5
466,21
467,5
468,5
469,5
470,5
471,5
472,5
473,75
474,5
475,4
476,5
477,5
478,11
479,5
480,5
481,5
482,5
483,5
484,5
485,76
486,75
487,10
488,10
489,5
490,77
491,5
492,78
493,5
494,30
495,23
496,5
497,5
498,5
499,15
500,10
501,53
502,15
503,5
504,46
505,5
506,28
507,21
508,5
509,5
510,4
511,6
512,5
513,5
514,79
515,5
516,4
517,4
518,5
519,34
520,5
521,9
522,3
523,5
524,5
525,80
526,5
527,5
528,5
529,5
530,4
531,10
532,4
533,5
534,5
535,5
536,5
537,10
538,15
539,5
540,46
541,5
542,10
543,81
544,14
545,5
546,5
547,4
548,5
549,10
550,5
551,5
552,5
553,5
554,5
555,5
556,5
557,5
558,5
559,21
560,24
561,21
562,7
563,24
564,38
565,21
566,4
567,5
568,6
569,18
570,5
571,9
572,32
573,5
574,21
575,5
576,5
577,5
578,30
579,5
580,18
581,82
582,5
583,5
584,21
585,83
586,7
587,84
588,85
589,15
590,86
591,87
592,11
593,34
594,9
595,6
596,5
597,10
598,21
599,3
600,5
601,88
602,5
603,5
604,57
605,5
606,5
607,5
608,4
609,13
610,21
611,10
612,50
613,5
614,5
615,34
616,5
617,21
618,10
619,5
620,4
621,5
622,5
623,21
624,5
625,5
626,5
627,5
628,5
629,5
630,29
631,5
632,5
633,5
634,5
635,10
636,10
637,21
638,5
639,5
640,7
641,7
642,5
643,7
644,88
645,89
646,7
647,5
648,5
649,10
650,24
651,90
652,5
653,61
654,5
655,5
656,5
657,11
658,46
659,5
660,14
661,5
662,91
663,36
664,5
665,5
666,5
667,18
668,7
669,5
670,5
671,5
672,92
673,18
674,5
675,5
676,10
677,93
678,61
679,27
680,5
681,4
682,5
683,24
684,40
685,15
686,10
687,94
688,5
689,61
690,5
691,5
692,5
693,18
694,5
695,10
696,5
697,18
698,5
699,5
700,27
701,24
702,95
703,5
704,74
705,96
706,5
707,24
708,5
709,19
710,5
711,5
712,18
713,5
714,5
715,21
716,27
717,5
718,5
719,10
720,5
721,5
722,5
723,7
724,5
725,97
726,5
727,98
728,5
729,5
730,5
731,5
732,5
733,99
734,15
735,5
736,10
737,11
738,5
739,24
740,5
741,5
742,5
743,7
744,5
745,18
746,5
747,5
748,10
749,5
750,100
751,18
752,101
753,5
754,5
755,5
756,5
757,7
758,102
759,50
760,10
761,21
762,4
763,5
764,5
765,5
766,103
767,5
768,5
769,5
770,21
771,7
772,57
773,46
774,21
775,104
776,81
777,4
778,5
779,97
780,5
781,5
782,5
783,5
784,4
785,30
786,5
787,5
788,5
789,21
790,5
791,5
792,21
793,97
794,5
795,5
796,5
797,5
798,5
799,71
800,28
801,61
802,5
803,34
804,18
805,97
806,5
807,9
808,5
809,5
810,11
811,105
812,5
813,5
814,18
815,106
816,5
817,46
818,21
819,54
820,18
821,107
822,14
823,27
824,5
825,18
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,4
839,5
840,5
841,108
842,5
843,5
844,87
845,5
846,5
847,5
848,5
849,11
850,74
851,28
852,5
853,5
854,5
855,5
856,5
857,5
858,21
859,5
860,5
861,5
862,5
863,5
864,109
865,10
866,21
867,21
868,5
869,10
870,5
871,10
872,7
873,5
874,21
875,4
876,5
877,110
878,5
879,29
880,111
881,38
882,57
883,10
884,21
885,112
886,5
887,32
888,5
889,94
890,21
891,5
892,5
893,5
894,5
895,5
896,10
897,113
898,5
899,114
900,5
901,115
902,5
903,5
904,7
905,18
906,28
907,9
908,5
909,5
910,5
911,5
912,5
913,21
914,21
915,5
916,5
917,5
918,5
919,10
920,5
921,46
922,5
923,5
924,5
925,116
926,116
927,117
928,5
929,5
930,5
931,5
932,5
933,18
934,7
935,5
936,5
937,21
938,5
939,21
940,111
941,5
942,24
943,38
944,5
945,18
946,5
947,5
948,5
949,5
950,5
951,4
952,5
953,5
954,5
955,3
956,5
957,27
958,5
959,5
960,24
961,3
962,5
963,118
964,5
965,28
966,5
967,5
968,5
969,119
970,10
971,5
972,5
973,42
974,5
975,5
976,10
977,5
978,5
979,4
980,34
981,120
982,5
983,5
984,5
985,27
986,0
987,14
988,121
989,0
990,5
991,5
992,10
993,10
994,14
995,5
996,122
997,123
998,124
999,94
1000,5
1001,5
1002,122
1003,5
1004,5
1005,5
1006,125
1007,5
1008,5
1009,5
1010,5
1011,10
1012,111
1013,4
1014,5
1015,5
1016,5
1017,10
1018,21
1019,5
1020,5
1021,18
1022,5
1023,5
1024,5
1025,5
1026,126
1027,127
1028,5
1029,7
1030,5
1031,5
1032,7
1033,14
1034,4
1035,36
1036,5
1037,128
1038,5
1039,5
1040,5
1041,10
1042,129
1043,5
1044,7
1045,5
1046,5
1047,5
1048,5
1049,5
1050,5
1051,5
1052,5
1053,43
1054,87
1055,5
1056,130
1057,5
1058,10
1059,7
1060,5
1061,131
